"","data_label","year","gear.x","julian","sample_num","region","prob","gear.y","sampleDate","Length","Fresh.Water.Age","Salt.Water.Age","Total.Age","AGE","Sex"
"1461","EagleSonar",2010,"Test Fishery",214,364,33,0.3463,"Test Fishery","2010-08-02",715,1,3,1.3,5,"male"
"1462","EagleSonar",2010,"Test Fishery",214,365,38,0.8895,"Test Fishery","2010-08-02",750,1,4,1.4,6,"female"
"1463","EagleSonar",2010,"Test Fishery",214,366,34,0.5469,"Test Fishery","2010-08-02",730,1,3,1.3,5,"male"
"1464","EagleSonar",2010,"Test Fishery",214,367,33,0.5452,"Test Fishery","2010-08-02",695,1,3,1.3,5,"male"
"1465","EagleSonar",2010,"Test Fishery",214,368,33,0.5326,"Test Fishery","2010-08-02",690,1,3,1.3,5,"male"
"1466","EagleSonar",2010,"Test Fishery",214,369,33,0.6252,"Test Fishery","2010-08-02",605,NA,NA,NA,NA,"male"
"1467","EagleSonar",2010,"Test Fishery",214,370,33,0.7257,"Test Fishery","2010-08-02",810,NA,NA,NA,NA,"female"
"1468","EagleSonar",2010,"Test Fishery",214,371,35,0.8675,"Test Fishery","2010-08-02",790,1,4,1.4,6,"female"
"1469","EagleSonar",2010,"Test Fishery",214,372,33,0.6889,"Test Fishery","2010-08-02",755,1,4,1.4,6,"male"
"1470","EagleSonar",2010,"Test Fishery",214,373,30,1,"Test Fishery","2010-08-02",775,NA,NA,NA,NA,"male"
"1471","EagleSonar",2010,"Test Fishery",215,374,33,0.7595,"Test Fishery","2010-08-03",750,1,3,1.3,5,"female"
"1472","EagleSonar",2010,"Test Fishery",215,375,31,0.8908,"Test Fishery","2010-08-03",650,1,3,1.3,5,"male"
"1473","EagleSonar",2010,"Test Fishery",215,376,33,0.7753,"Test Fishery","2010-08-03",840,NA,NA,NA,NA,"male"
"1474","EagleSonar",2010,"Test Fishery",215,377,33,0.6267,"Test Fishery","2010-08-03",780,1,4,1.4,6,"female"
"1475","EagleSonar",2010,"Test Fishery",215,378,33,0.6684,"Test Fishery","2010-08-03",775,1,4,1.4,6,"female"
"1476","EagleSonar",2010,"Test Fishery",215,379,30,1,"Test Fishery","2010-08-03",795,NA,NA,NA,NA,"female"
"1477","EagleSonar",2010,"Test Fishery",215,380,33,0.7916,"Test Fishery","2010-08-03",745,1,3,1.3,5,"male"
"1478","EagleSonar",2010,"Test Fishery",215,381,32,0.311,"Test Fishery","2010-08-03",700,NA,NA,NA,NA,"male"
"1479","EagleSonar",2010,"Test Fishery",215,382,33,0.7107,"Test Fishery","2010-08-03",770,NA,NA,NA,NA,"male"
"1480","EagleSonar",2010,"Test Fishery",215,383,32,0.5966,"Test Fishery","2010-08-03",690,1,3,1.3,5,"male"
"1481","EagleSonar",2010,"Test Fishery",215,384,32,0.237,"Test Fishery","2010-08-03",820,1,4,1.4,6,"female"
"1482","EagleSonar",2010,"Test Fishery",215,385,33,0.8437,"Test Fishery","2010-08-03",760,1,3,1.3,5,"male"
"1483","EagleSonar",2010,"Test Fishery",215,386,33,0.6954,"Test Fishery","2010-08-03",735,NA,NA,NA,NA,"male"
"1484","EagleSonar",2010,"Test Fishery",215,387,30,0.9999,"Test Fishery","2010-08-03",780,1,3,1.3,5,"male"
"1485","EagleSonar",2010,"Test Fishery",215,388,33,0.5413,"Test Fishery","2010-08-03",910,1,4,1.4,6,"female"
"1486","EagleSonar",2010,"Test Fishery",215,389,33,0.8006,"Test Fishery","2010-08-03",775,1,4,1.4,6,"male"
"1487","EagleSonar",2010,"Test Fishery",215,390,33,0.5812,"Test Fishery","2010-08-03",770,NA,NA,NA,NA,"male"
"1488","EagleSonar",2010,"Test Fishery",215,391,33,0.7333,"Test Fishery","2010-08-03",685,NA,NA,NA,NA,"male"
"1489","EagleSonar",2010,"Test Fishery",215,392,33,0.513,"Test Fishery","2010-08-03",745,1,3,1.3,5,"female"
"1490","EagleSonar",2010,"Test Fishery",215,393,33,0.4532,"Test Fishery","2010-08-03",720,1,3,1.3,5,"male"
"1491","EagleSonar",2010,"Test Fishery",215,394,33,0.8091,"Test Fishery","2010-08-03",680,1,2,1.2,4,"male"
"1492","EagleSonar",2010,"Test Fishery",216,395,33,0.3155,"Test Fishery","2010-08-04",740,1,3,1.3,5,"male"
"1493","EagleSonar",2010,"Test Fishery",216,396,33,0.5718,"Test Fishery","2010-08-04",715,NA,NA,NA,NA,"male"
"1494","EagleSonar",2010,"Test Fishery",216,397,33,0.7119,"Test Fishery","2010-08-04",810,1,4,1.4,6,"female"
"1495","EagleSonar",2010,"Test Fishery",216,398,33,0.5654,"Test Fishery","2010-08-04",740,1,3,1.3,5,"male"
"1496","EagleSonar",2010,"Test Fishery",216,399,33,0.5838,"Test Fishery","2010-08-04",760,NA,NA,NA,NA,"female"
"1497","EagleSonar",2010,"Test Fishery",216,400,33,0.4503,"Test Fishery","2010-08-04",740,NA,NA,NA,NA,"male"
"1498","EagleSonar",2010,"Test Fishery",216,401,33,0.8475,"Test Fishery","2010-08-04",730,1,3,1.3,5,"male"
"1499","EagleSonar",2010,"Test Fishery",216,402,32,0.3871,"Test Fishery","2010-08-04",730,1,4,1.4,6,"female"
"1500","EagleSonar",2010,"Test Fishery",216,403,33,0.8171,"Test Fishery","2010-08-04",700,NA,NA,NA,NA,"male"
"1501","EagleSonar",2010,"Test Fishery",216,404,30,0.9146,"Test Fishery","2010-08-04",815,1,4,1.4,6,"male"
"1502","EagleSonar",2010,"Test Fishery",216,405,30,0.9143,"Test Fishery","2010-08-04",820,NA,NA,NA,NA,"female"
"1503","EagleSonar",2010,"Test Fishery",216,406,32,0.8306,"Test Fishery","2010-08-04",560,1,2,1.2,4,"male"
"1504","EagleSonar",2010,"Test Fishery",216,407,35,0.946,"Test Fishery","2010-08-04",645,NA,NA,NA,NA,"male"
"1505","EagleSonar",2010,"Test Fishery",216,408,33,0.8755,"Test Fishery","2010-08-04",835,1,4,1.4,6,"male"
"1506","EagleSonar",2010,"Test Fishery",216,409,33,0.8909,"Test Fishery","2010-08-04",615,1,2,1.2,4,"male"
"1507","EagleSonar",2010,"Test Fishery",216,410,33,0.596,"Test Fishery","2010-08-04",575,1,2,1.2,4,"male"
"1508","EagleSonar",2010,"Test Fishery",216,411,34,0.2942,"Test Fishery","2010-08-04",805,1,4,1.4,6,"male"
"1509","EagleSonar",2010,"Test Fishery",217,412,33,0.7429,"Test Fishery","2010-08-05",875,1,5,1.5,7,"female"
"1510","EagleSonar",2010,"Test Fishery",217,413,33,0.4524,"Test Fishery","2010-08-05",745,NA,NA,NA,NA,"male"
"1511","EagleSonar",2010,"Test Fishery",217,414,33,0.3391,"Test Fishery","2010-08-05",490,NA,NA,NA,NA,"male"
"1512","EagleSonar",2010,"Test Fishery",217,415,32,0.3744,"Test Fishery","2010-08-05",595,1,2,1.2,4,"male"
"1513","EagleSonar",2010,"Test Fishery",217,416,32,0.6622,"Test Fishery","2010-08-05",820,1,4,1.4,6,"male"
"1514","EagleSonar",2010,"Test Fishery",217,417,30,0.9678,"Test Fishery","2010-08-05",830,NA,NA,NA,NA,"female"
"1515","EagleSonar",2010,"Test Fishery",217,418,31,0.3968,"Test Fishery","2010-08-05",750,1,3,1.3,5,"male"
"1516","EagleSonar",2010,"Test Fishery",217,419,32,0.4175,"Test Fishery","2010-08-05",755,1,3,1.3,5,"male"
"1517","EagleSonar",2010,"Test Fishery",217,420,34,0.4667,"Test Fishery","2010-08-05",790,1,4,1.4,6,"female"
"1518","EagleSonar",2010,"Test Fishery",217,421,31,0.7049,"Test Fishery","2010-08-05",780,1,4,1.4,6,"female"
"1519","EagleSonar",2010,"Test Fishery",218,422,32,0.56,"Test Fishery","2010-08-06",775,1,4,1.4,6,"male"
"1520","EagleSonar",2010,"Test Fishery",218,423,32,0.7346,"Test Fishery","2010-08-06",745,1,3,1.3,5,"male"
"1521","EagleSonar",2010,"Test Fishery",218,424,33,0.6121,"Test Fishery","2010-08-06",825,1,4,1.4,6,"female"
"1522","EagleSonar",2010,"Test Fishery",218,425,32,0.5824,"Test Fishery","2010-08-06",775,NA,NA,NA,NA,"female"
"1523","EagleSonar",2010,"Test Fishery",218,426,33,0.7776,"Test Fishery","2010-08-06",810,NA,NA,NA,NA,"female"
"1524","EagleSonar",2010,"Test Fishery",218,427,32,0.2793,"Test Fishery","2010-08-06",820,1,4,1.4,6,"female"
"1525","EagleSonar",2010,"Test Fishery",218,428,33,0.4162,"Test Fishery","2010-08-06",725,1,3,1.3,5,"female"
"1526","EagleSonar",2010,"Test Fishery",218,429,33,0.9749,"Test Fishery","2010-08-06",775,NA,NA,NA,NA,"female"
"1527","EagleSonar",2010,"Test Fishery",218,430,33,0.745,"Test Fishery","2010-08-06",750,1,3,1.3,5,"male"
"1528","EagleSonar",2010,"Test Fishery",218,431,33,0.3514,"Test Fishery","2010-08-06",640,1,3,1.3,5,"male"
"1529","EagleSonar",2010,"Test Fishery",220,432,33,0.9152,"Test Fishery","2010-08-08",920,NA,NA,NA,NA,"female"
"1530","EagleSonar",2010,"Test Fishery",220,433,32,0.619,"Test Fishery","2010-08-08",790,1,3,1.3,5,"male"
"1531","EagleSonar",2010,"Test Fishery",220,434,33,0.8276,"Test Fishery","2010-08-08",810,1,3,1.3,5,"female"
"1532","EagleSonar",2010,"Test Fishery",220,435,34,0.4668,"Test Fishery","2010-08-08",695,1,4,1.4,6,"male"
"1533","EagleSonar",2010,"Test Fishery",220,436,33,0.5881,"Test Fishery","2010-08-08",780,1,4,1.4,6,"male"
"1534","EagleSonar",2010,"Test Fishery",220,437,33,0.4295,"Test Fishery","2010-08-08",835,1,4,1.4,6,"female"
"1535","EagleSonar",2010,"Test Fishery",221,438,33,0.2811,"Test Fishery","2010-08-09",985,1,4,1.4,6,"male"
"1536","EagleSonar",2010,"Test Fishery",221,439,33,0.3966,"Test Fishery","2010-08-09",950,NA,NA,NA,NA,"male"
"1537","EagleSonar",2010,"Test Fishery",221,440,31,0.6637,"Test Fishery","2010-08-09",890,1,4,1.4,6,"female"
"1538","EagleSonar",2010,"Test Fishery",221,441,33,0.5519,"Test Fishery","2010-08-09",790,1,4,1.4,6,"male"
"1539","EagleSonar",2010,"Test Fishery",221,442,33,0.7408,"Test Fishery","2010-08-09",995,NA,NA,NA,NA,"male"
"1540","EagleSonar",2010,"Test Fishery",222,443,33,0.6849,"Test Fishery","2010-08-10",950,1,4,1.4,6,"male"
"1541","EagleSonar",2010,"Test Fishery",222,444,30,0.9766,"Test Fishery","2010-08-10",830,1,4,1.4,6,"male"
"1542","EagleSonar",2010,"Test Fishery",222,445,35,0.9059,"Test Fishery","2010-08-10",530,1,2,1.2,4,"male"
"1543","EagleSonar",2010,"Test Fishery",222,446,33,0.7777,"Test Fishery","2010-08-10",890,1,4,1.4,6,"female"
"1544","EagleSonar",2010,"Test Fishery",222,447,33,0.5598,"Test Fishery","2010-08-10",840,NA,NA,NA,NA,"female"
"1545","EagleSonar",2010,"Test Fishery",222,448,34,0.7472,"Test Fishery","2010-08-10",840,NA,NA,NA,NA,"female"
"1546","EagleSonar",2010,"Test Fishery",223,449,31,0.822,"Test Fishery","2010-08-11",770,1,4,1.4,6,"female"
"1547","EagleSonar",2010,"Test Fishery",223,450,30,0.6948,"Test Fishery","2010-08-11",820,NA,NA,NA,NA,"female"
"1548","EagleSonar",2010,"Test Fishery",223,451,33,0.5302,"Test Fishery","2010-08-11",680,NA,NA,NA,NA,"male"
"1549","EagleSonar",2010,"Test Fishery",223,452,33,0.5262,"Test Fishery","2010-08-11",770,NA,NA,NA,NA,"male"
"1550","EagleSonar",2010,"Test Fishery",223,453,32,0.2172,"Test Fishery","2010-08-11",850,NA,NA,NA,NA,"female"
"1551","EagleSonar",2010,"Test Fishery",224,454,33,0.7729,"Test Fishery","2010-08-12",620,1,2,1.2,4,"male"
"1552","EagleSonar",2010,"Test Fishery",224,455,33,0.6094,"Test Fishery","2010-08-12",705,NA,NA,NA,NA,"male"
"1553","EagleSonar",2010,"Test Fishery",225,456,33,0.7713,"Test Fishery","2010-08-13",670,NA,NA,NA,NA,"male"
"1554","EagleSonar",2010,"Test Fishery",225,457,35,0.2941,"Test Fishery","2010-08-13",755,1,3,1.3,5,"male"
"1555","EagleSonar",2010,"Test Fishery",225,458,33,0.6495,"Test Fishery","2010-08-13",830,NA,NA,NA,NA,"male"
"1556","EagleSonar",2010,"Test Fishery",225,459,33,0.7571,"Test Fishery","2010-08-13",930,1,4,1.4,6,"male"
"1557","EagleSonar",2010,"Test Fishery",226,460,32,0.7273,"Test Fishery","2010-08-14",735,1,3,1.3,5,"male"
"1558","EagleSonar",2010,"Test Fishery",226,461,35,0.5852,"Test Fishery","2010-08-14",810,1,3,1.3,5,"female"
"1559","EagleSonar",2010,"Test Fishery",227,462,33,0.8039,"Test Fishery","2010-08-15",580,1,2,1.2,4,"male"
"1560","EagleSonar",2010,"Test Fishery",229,463,33,0.7955,"Test Fishery","2010-08-17",860,1,4,1.4,6,"male"
"1561","EagleSonar",2010,"Test Fishery",230,464,32,0.4531,"Test Fishery","2010-08-18",870,1,4,1.4,6,"female"
"1562","EagleSonar",2010,"Test Fishery",230,465,32,0.5219,"Test Fishery","2010-08-18",890,NA,NA,NA,NA,"female"
"1563","EagleSonar",2010,"Test Fishery",231,466,33,0.3418,"Test Fishery","2010-08-19",850,1,4,1.4,6,"male"
"1564","EagleSonar",2010,"Test Fishery",231,467,33,0.333,"Test Fishery","2010-08-19",800,1,3,1.3,5,"female"
"1565","EagleSonar",2010,"Test Fishery",231,468,33,0.7044,"Test Fishery","2010-08-19",850,NA,NA,NA,NA,"male"
"1566","EagleSonar",2011,"Test Fishery",189,1,34,0.2874,"Test Fishery","2011-07-08",820,1,4,1.4,6,"female"
"1567","EagleSonar",2011,"Test Fishery",189,2,34,0.5993,"Test Fishery","2011-07-08",730,1,4,1.4,6,"male"
"1568","EagleSonar",2011,"Test Fishery",189,3,38,0.9999,"Test Fishery","2011-07-08",860,NA,NA,NA,NA,"female"
"1569","EagleSonar",2011,"Test Fishery",189,4,31,0.7118,"Test Fishery","2011-07-08",800,1,4,1.4,6,"male"
"1570","EagleSonar",2011,"Test Fishery",190,5,32,0.5037,"Test Fishery","2011-07-09",730,1,4,1.4,6,"male"
"1571","EagleSonar",2011,"Test Fishery",190,6,36,0.3086,"Test Fishery","2011-07-09",1020,1,4,1.4,6,"male"
"1572","EagleSonar",2011,"Test Fishery",190,7,36,0.5055,"Test Fishery","2011-07-09",970,1,4,1.4,6,"female"
"1573","EagleSonar",2011,"Test Fishery",190,8,36,0.6482,"Test Fishery","2011-07-09",710,1,3,1.3,5,"male"
"1574","EagleSonar",2011,"Test Fishery",190,9,33,0.2936,"Test Fishery","2011-07-09",730,1,3,1.3,5,"male"
"1575","EagleSonar",2011,"Test Fishery",191,10,34,0.504,"Test Fishery","2011-07-10",680,1,3,1.3,5,"female"
"1576","EagleSonar",2011,"Test Fishery",191,11,36,0.6529,"Test Fishery","2011-07-10",940,1,4,1.4,6,"male"
"1577","EagleSonar",2011,"Test Fishery",192,12,36,0.712,"Test Fishery","2011-07-11",915,2,4,2.4,7,"female"
"1578","EagleSonar",2011,"Test Fishery",192,13,33,0.4743,"Test Fishery","2011-07-11",850,1,4,1.4,6,"female"
"1579","EagleSonar",2011,"Test Fishery",192,14,36,0.6651,"Test Fishery","2011-07-11",996,1,4,1.4,6,"female"
"1580","EagleSonar",2011,"Test Fishery",192,15,32,0.468,"Test Fishery","2011-07-11",930,1,4,1.4,6,"female"
"1581","EagleSonar",2011,"Test Fishery",192,16,31,0.2933,"Test Fishery","2011-07-11",1005,1,4,1.4,6,"male"
"1582","EagleSonar",2011,"Test Fishery",192,17,34,0.8905,"Test Fishery","2011-07-11",865,1,4,1.4,6,"female"
"1583","EagleSonar",2011,"Test Fishery",193,18,34,0.7347,"Test Fishery","2011-07-12",750,1,3,1.3,5,"male"
"1584","EagleSonar",2011,"Test Fishery",193,19,34,0.9471,"Test Fishery","2011-07-12",760,1,3,1.3,5,"male"
"1585","EagleSonar",2011,"Test Fishery",193,20,31,0.7981,"Test Fishery","2011-07-12",640,1,3,1.3,5,"female"
"1586","EagleSonar",2011,"Test Fishery",194,21,34,0.3224,"Test Fishery","2011-07-13",880,1,4,1.4,6,"female"
"1587","EagleSonar",2011,"Test Fishery",194,22,32,0.4239,"Test Fishery","2011-07-13",865,NA,NA,NA,NA,"female"
"1588","EagleSonar",2011,"Test Fishery",194,23,34,0.9815,"Test Fishery","2011-07-13",870,NA,NA,NA,NA,"female"
"1589","EagleSonar",2011,"Test Fishery",194,24,32,0.6963,"Test Fishery","2011-07-13",735,1,4,1.4,6,"female"
"1590","EagleSonar",2011,"Test Fishery",194,25,36,0.497,"Test Fishery","2011-07-13",865,1,4,1.4,6,"female"
"1591","EagleSonar",2011,"Test Fishery",194,26,31,0.7989,"Test Fishery","2011-07-13",900,NA,NA,NA,NA,"female"
"1592","EagleSonar",2011,"Test Fishery",195,27,31,0.7876,"Test Fishery","2011-07-14",870,2,4,2.4,7,"male"
"1593","EagleSonar",2011,"Test Fishery",195,28,34,0.6758,"Test Fishery","2011-07-14",820,1,4,1.4,6,"female"
"1594","EagleSonar",2011,"Test Fishery",195,29,34,0.8273,"Test Fishery","2011-07-14",730,1,3,1.3,5,"male"
"1595","EagleSonar",2011,"Test Fishery",195,30,33,0.3883,"Test Fishery","2011-07-14",815,2,4,2.4,7,"female"
"1596","EagleSonar",2011,"Test Fishery",195,31,34,0.8728,"Test Fishery","2011-07-14",770,1,4,1.4,6,"female"
"1597","EagleSonar",2011,"Test Fishery",195,32,31,0.6973,"Test Fishery","2011-07-14",730,1,3,1.3,5,"female"
"1598","EagleSonar",2011,"Test Fishery",195,33,34,0.7855,"Test Fishery","2011-07-14",640,NA,NA,NA,NA,"male"
"1599","EagleSonar",2011,"Test Fishery",195,34,31,0.6219,"Test Fishery","2011-07-14",900,2,4,2.4,7,"female"
"1600","EagleSonar",2011,"Test Fishery",195,35,34,0.6481,"Test Fishery","2011-07-14",765,1,3,1.3,5,"male"
"1601","EagleSonar",2011,"Test Fishery",195,36,33,0.5847,"Test Fishery","2011-07-14",810,1,4,1.4,6,"male"
"1602","EagleSonar",2011,"Test Fishery",195,37,30,0.9993,"Test Fishery","2011-07-14",770,1,4,1.4,6,"female"
"1603","EagleSonar",2011,"Test Fishery",195,38,34,0.5034,"Test Fishery","2011-07-14",890,1,5,1.5,7,"female"
"1604","EagleSonar",2011,"Test Fishery",195,39,34,0.2987,"Test Fishery","2011-07-14",900,1,4,1.4,6,"female"
"1605","EagleSonar",2011,"Test Fishery",195,40,31,0.6414,"Test Fishery","2011-07-14",800,2,4,2.4,7,"female"
"1606","EagleSonar",2011,"Test Fishery",195,41,36,0.4245,"Test Fishery","2011-07-14",920,1,4,1.4,6,"male"
"1607","EagleSonar",2011,"Test Fishery",195,42,34,0.9503,"Test Fishery","2011-07-14",825,1,3,1.3,5,"male"
"1608","EagleSonar",2011,"Test Fishery",195,43,34,0.9373,"Test Fishery","2011-07-14",890,NA,NA,NA,NA,"female"
"1609","EagleSonar",2011,"Test Fishery",195,44,31,0.6442,"Test Fishery","2011-07-14",870,2,4,2.4,7,"male"
"1610","EagleSonar",2011,"Test Fishery",195,45,34,0.9852,"Test Fishery","2011-07-14",810,1,4,1.4,6,"female"
"1611","EagleSonar",2011,"Test Fishery",196,46,31,0.6049,"Test Fishery","2011-07-15",780,1,4,1.4,6,"female"
"1612","EagleSonar",2011,"Test Fishery",196,47,31,0.5886,"Test Fishery","2011-07-15",860,2,4,2.4,7,"female"
"1613","EagleSonar",2011,"Test Fishery",196,48,33,0.4691,"Test Fishery","2011-07-15",800,1,4,1.4,6,"male"
"1614","EagleSonar",2011,"Test Fishery",196,49,31,0.3861,"Test Fishery","2011-07-15",855,2,4,2.4,7,"female"
"1615","EagleSonar",2011,"Test Fishery",196,50,34,0.4208,"Test Fishery","2011-07-15",900,1,4,1.4,6,"female"
"1616","EagleSonar",2011,"Test Fishery",196,51,34,0.4503,"Test Fishery","2011-07-15",740,1,3,1.3,5,"male"
"1617","EagleSonar",2011,"Test Fishery",196,52,33,0.9642,"Test Fishery","2011-07-15",690,NA,NA,NA,NA,"male"
"1618","EagleSonar",2011,"Test Fishery",196,54,33,0.8548,"Test Fishery","2011-07-15",690,1,3,1.3,5,"female"
"1619","EagleSonar",2011,"Test Fishery",196,55,38,0.4262,"Test Fishery","2011-07-15",850,1,4,1.4,6,"female"
"1620","EagleSonar",2011,"Test Fishery",196,56,34,0.3435,"Test Fishery","2011-07-15",680,NA,NA,NA,NA,"male"
"1621","EagleSonar",2011,"Test Fishery",196,57,34,0.8758,"Test Fishery","2011-07-15",715,1,3,1.3,5,"male"
"1622","EagleSonar",2011,"Test Fishery",196,58,36,0.6571,"Test Fishery","2011-07-15",855,1,5,1.5,7,"male"
"1623","EagleSonar",2011,"Test Fishery",196,59,33,0.8165,"Test Fishery","2011-07-15",NA,1,4,1.4,6,"male"
"1624","EagleSonar",2011,"Test Fishery",196,60,31,0.8022,"Test Fishery","2011-07-15",750,2,3,2.3,6,"male"
"1625","EagleSonar",2011,"Test Fishery",196,61,35,0.267,"Test Fishery","2011-07-15",685,1,3,1.3,5,"male"
"1626","EagleSonar",2011,"Test Fishery",196,62,33,0.6296,"Test Fishery","2011-07-15",690,1,3,1.3,5,"male"
"1627","EagleSonar",2011,"Test Fishery",196,63,32,0.3875,"Test Fishery","2011-07-15",855,NA,NA,NA,NA,"female"
"1628","EagleSonar",2011,"Test Fishery",196,64,30,0.9985,"Test Fishery","2011-07-15",840,1,4,1.4,6,"female"
"1629","EagleSonar",2011,"Test Fishery",196,65,31,0.6936,"Test Fishery","2011-07-15",825,2,4,2.4,7,"female"
"1630","EagleSonar",2011,"Test Fishery",196,66,32,0.5535,"Test Fishery","2011-07-15",690,1,3,1.3,5,"male"
"1631","EagleSonar",2011,"Test Fishery",196,67,31,0.9775,"Test Fishery","2011-07-15",660,2,3,2.3,6,"male"
"1632","EagleSonar",2011,"Test Fishery",196,68,36,0.5127,"Test Fishery","2011-07-15",910,1,4,1.4,6,"female"
"1633","EagleSonar",2011,"Test Fishery",196,69,34,0.6594,"Test Fishery","2011-07-15",845,1,4,1.4,6,"female"
"1634","EagleSonar",2011,"Test Fishery",196,70,30,0.3284,"Test Fishery","2011-07-15",720,1,3,1.3,5,"female"
"1635","EagleSonar",2011,"Test Fishery",196,71,31,0.9546,"Test Fishery","2011-07-15",885,2,4,2.4,7,"female"
"1636","EagleSonar",2011,"Test Fishery",196,72,31,0.6546,"Test Fishery","2011-07-15",765,1,3,1.3,5,"male"
"1637","EagleSonar",2011,"Test Fishery",196,73,31,0.4473,"Test Fishery","2011-07-15",690,1,3,1.3,5,"female"
"1638","EagleSonar",2011,"Test Fishery",196,74,36,0.7455,"Test Fishery","2011-07-15",735,1,3,1.3,5,"female"
"1639","EagleSonar",2011,"Test Fishery",196,75,31,0.5425,"Test Fishery","2011-07-15",800,NA,NA,NA,NA,"female"
"1640","EagleSonar",2011,"Test Fishery",197,76,38,0.5375,"Test Fishery","2011-07-16",730,1,3,1.3,5,"male"
"1641","EagleSonar",2011,"Test Fishery",197,77,32,0.3454,"Test Fishery","2011-07-16",845,1,4,1.4,6,"male"
"1642","EagleSonar",2011,"Test Fishery",197,78,31,0.7589,"Test Fishery","2011-07-16",860,2,4,2.4,7,"male"
"1643","EagleSonar",2011,"Test Fishery",197,79,31,0.8527,"Test Fishery","2011-07-16",800,1,4,1.4,6,"male"
"1644","EagleSonar",2011,"Test Fishery",197,80,35,0.3556,"Test Fishery","2011-07-16",710,NA,NA,NA,NA,"male"
"1645","EagleSonar",2011,"Test Fishery",197,81,33,0.9642,"Test Fishery","2011-07-16",830,NA,NA,NA,NA,"male"
"1646","EagleSonar",2011,"Test Fishery",197,82,32,0.611,"Test Fishery","2011-07-16",860,1,4,1.4,6,"female"
"1647","EagleSonar",2011,"Test Fishery",197,83,33,0.5783,"Test Fishery","2011-07-16",900,1,4,1.4,6,"male"
"1648","EagleSonar",2011,"Test Fishery",197,84,31,0.5723,"Test Fishery","2011-07-16",860,NA,NA,NA,NA,"female"
"1649","EagleSonar",2011,"Test Fishery",197,85,34,0.6604,"Test Fishery","2011-07-16",820,1,4,1.4,6,"male"
"1650","EagleSonar",2011,"Test Fishery",197,86,33,0.3177,"Test Fishery","2011-07-16",650,2,3,2.3,6,"female"
"1651","EagleSonar",2011,"Test Fishery",197,87,30,0.9909,"Test Fishery","2011-07-16",600,1,2,1.2,4,"male"
"1652","EagleSonar",2011,"Test Fishery",197,88,31,0.9059,"Test Fishery","2011-07-16",880,1,4,1.4,6,"female"
"1653","EagleSonar",2011,"Test Fishery",197,89,32,0.8843,"Test Fishery","2011-07-16",830,1,4,1.4,6,"female"
"1654","EagleSonar",2011,"Test Fishery",197,90,38,0.5686,"Test Fishery","2011-07-16",575,1,2,1.2,4,"female"
"1655","EagleSonar",2011,"Test Fishery",197,91,34,0.4775,"Test Fishery","2011-07-16",870,1,4,1.4,6,"male"
"1656","EagleSonar",2011,"Test Fishery",197,92,34,0.4698,"Test Fishery","2011-07-16",865,1,4,1.4,6,"male"
"1657","EagleSonar",2011,"Test Fishery",197,93,33,0.7037,"Test Fishery","2011-07-16",830,NA,NA,NA,NA,"male"
"1658","EagleSonar",2011,"Test Fishery",197,94,34,0.4676,"Test Fishery","2011-07-16",730,1,3,1.3,5,"female"
"1659","EagleSonar",2011,"Test Fishery",197,95,38,0.4328,"Test Fishery","2011-07-16",705,1,3,1.3,5,"male"
"1660","EagleSonar",2011,"Test Fishery",197,96,34,0.8094,"Test Fishery","2011-07-16",980,1,4,1.4,6,"male"
"1661","EagleSonar",2011,"Test Fishery",197,97,38,0.5794,"Test Fishery","2011-07-16",705,1,3,1.3,5,"male"
"1662","EagleSonar",2011,"Test Fishery",197,98,38,0.9398,"Test Fishery","2011-07-16",915,1,4,1.4,6,"male"
"1663","EagleSonar",2011,"Test Fishery",197,99,35,0.3611,"Test Fishery","2011-07-16",715,1,3,1.3,5,"male"
"1664","EagleSonar",2011,"Test Fishery",197,100,35,0.6645,"Test Fishery","2011-07-16",855,1,4,1.4,6,"female"
"1665","EagleSonar",2011,"Test Fishery",197,101,31,0.8723,"Test Fishery","2011-07-16",840,1,4,1.4,6,"female"
"1666","EagleSonar",2011,"Test Fishery",197,102,31,0.8364,"Test Fishery","2011-07-16",820,2,4,2.4,7,"male"
"1667","EagleSonar",2011,"Test Fishery",197,103,34,0.5053,"Test Fishery","2011-07-16",965,1,4,1.4,6,"male"
"1668","EagleSonar",2011,"Test Fishery",197,104,36,0.499,"Test Fishery","2011-07-16",755,1,3,1.3,5,"male"
"1669","EagleSonar",2011,"Test Fishery",197,105,32,0.4855,"Test Fishery","2011-07-16",880,1,4,1.4,6,"female"
"1670","EagleSonar",2011,"Test Fishery",197,106,31,0.9174,"Test Fishery","2011-07-16",900,1,4,1.4,6,"female"
"1671","EagleSonar",2011,"Test Fishery",197,107,34,0.9434,"Test Fishery","2011-07-16",800,1,4,1.4,6,"female"
"1672","EagleSonar",2011,"Test Fishery",197,108,34,0.2537,"Test Fishery","2011-07-16",670,1,3,1.3,5,"male"
"1673","EagleSonar",2011,"Test Fishery",197,109,38,0.9433,"Test Fishery","2011-07-16",670,1,3,1.3,5,"male"
"1674","EagleSonar",2011,"Test Fishery",197,110,34,0.3125,"Test Fishery","2011-07-16",655,1,3,1.3,5,"male"
"1675","EagleSonar",2011,"Test Fishery",197,111,34,0.3039,"Test Fishery","2011-07-16",550,NA,NA,NA,NA,"male"
"1676","EagleSonar",2011,"Test Fishery",197,112,38,0.5775,"Test Fishery","2011-07-16",825,1,4,1.4,6,"female"
